Id,Predicted
1000956,1.434015
1007209,0.0
1016681,3.7952886
1043763,0.271486
1051472,1.5802959
1052022,3.4190288
1055804,3.410109
1058135,3.3247936
1070812,3.0422957
1079608,2.8869712
1082972,0.0711807
1098235,0.8736099
1103912,1.8613982
1114602,1.753791
1121365,2.4840019
1152380,3.2081113
1155461,1.4011395
1156727,2.628852
1161299,2.7142403
1184175,3.6875343
1188371,0.69603896
1193117,1.7033552
1194077,2.1214533
1202948,1.4690074
1205744,0.0
1216162,0.12535742
1224625,3.1248517
1225942,1.4260498
1226073,2.0290334
1234936,2.2144854
1237586,2.7844408
1241757,2.8595262
1248091,0.13651463
1251721,3.4999416
1254366,0.93221354
1257455,0.50714767
1257748,2.0368156
1262087,0.19753128
1266214,0.0
1272518,2.8328202
1290640,1.4955138
1293084,0.48891768
1299556,3.0612333
1301242,3.0418944
1302820,1.8095204
1317369,2.103342
1322220,1.4130925
1324193,1.7370188
1328947,1.5171499
1331405,3.1398084
1337336,1.4419178
1358770,1.1322821
1366237,3.3131778
1366508,1.8412578
1372131,3.2003658
1377303,1.1411147
1383977,3.4637659
1390236,1.1762801
1391525,0.12365925
1392832,0.60382646
1399773,1.8838054
1405699,1.5094903
1408897,1.652557
1410742,1.4144421
1416067,1.4358824
1438849,1.340456
1453862,0.50805634
1474472,1.5896125
1474713,0.6892338
1476724,3.0541792
1485872,0.66409945
1490858,0.5770013
1498557,0.9546741
1517072,3.3982134
1519045,1.7696218
1524124,3.398013
1524169,0.54349816
1527506,1.7101797
1534047,1.5329827
1535667,1.7393904
1537945,3.461443
1545330,1.4710898
1554410,1.5390962
1554437,1.5763559
1559379,0.2408175
1559967,1.409221
1566207,0.42913637
1578722,0.2438869
1589589,0.052688003
1594764,2.898882
1603585,1.1088358
1615248,1.4775501
1619874,3.181859
1627681,2.9648335
1641635,1.4251587
1642392,3.3258188
1646852,1.5123112
1651650,2.2336466
1653313,1.5702327
1664358,1.4456825
1685486,1.4653496
1687602,0.3771519
1689425,0.0
1706364,2.2515368
1720082,0.15024096
1728025,2.8805022
1744729,0.19141334
1753089,2.501966
1755030,1.6448654
1756607,2.5599897
1759709,1.6524867
1773067,1.062087
