Id,Predicted
1000956,1.807914
1007209,-0.1724531
1016681,1.8076016
1043763,1.8050274
1051472,1.808143
1052022,1.8068578
1055804,1.8074816
1058135,1.8086238
1070812,1.8076673
1079608,1.8068595
1082972,1.3789558
1098235,1.80765
1103912,1.807374
1114602,1.8078983
1121365,1.8079473
1152380,1.8074794
1155461,1.8075603
1156727,1.8069389
1161299,1.8085065
1184175,1.8068166
1188371,1.8070524
1193117,1.8078787
1194077,1.8076179
1202948,1.8080093
1205744,1.7679983
1216162,1.8061572
1224625,1.8078256
1225942,1.8078666
1226073,1.8080623
1234936,1.8081743
1237586,1.807544
1241757,1.8064274
1248091,1.7998505
1251721,1.8073653
1254366,1.8072575
1257455,1.8077221
1257748,1.8075852
1262087,1.6028752
1266214,-0.13606632
1272518,1.8074851
1290640,1.8078667
1293084,1.808549
1299556,1.8073263
1301242,1.806983
1302820,1.8074588
1317369,1.8077555
1322220,1.8075836
1324193,1.8080754
1328947,1.8059039
1331405,1.8079627
1337336,1.8079114
1358770,1.8078845
1366237,1.8071507
1366508,1.8070192
1372131,1.8074603
1377303,1.8076534
1383977,1.8073602
1390236,1.808598
1391525,1.8062303
1392832,1.8072847
1399773,1.8079848
1405699,1.8080676
1408897,1.8083947
1410742,1.8049909
1416067,1.8089089
1438849,1.8073572
1453862,1.8077521
1474472,1.8078561
1474713,1.8064944
1476724,1.8081826
1485872,1.8079982
1490858,1.806222
1498557,1.8058207
1517072,1.8060467
1519045,1.8079255
1524124,1.808092
1524169,1.807713
1527506,1.8086886
1534047,1.8078101
1535667,1.8079121
1537945,1.8076856
1545330,1.807831
1554410,1.8077257
1554437,1.8078407
1559379,1.8080643
1559967,1.8078986
1566207,1.807013
1578722,1.7818583
1589589,1.5828843
1594764,1.8076997
1603585,1.8074968
1615248,1.8077409
1619874,1.8073943
1627681,1.8068745
1641635,1.8075331
1642392,1.8078244
1646852,1.8053141
1651650,1.8076091
1653313,1.8075472
1664358,1.8078365
1685486,1.8075035
1687602,1.8073103
1689425,1.5257654
1706364,1.8073813
1720082,1.6286353
1728025,1.8072503
1744729,1.7342238
1753089,1.8083818
1755030,1.807564
1756607,1.8082122
1759709,1.8079934
1773067,1.8077868
1781562,-0.13236132
1784188,1.807935
1789451,1.8076355
1792670,1.8084722
1798285,1.7646804
1815460,1.8070066
1817178,1.7198026
1823030,1.8079199
1832742,1.8072761
1833420,0.83307254
1839916,1.8081744
1856370,1.8076134
1869385,1.8069713
1882418,1.8078952
1882477,1.8084302
1886486,1.8073144
1891609,1.807391
1907401,1.8061342
1908916,1.8078958
1908922,1.8079653
1914315,1.7831001
1921086,1.8075857
1925134,1.809058
1934709,1.8069228
1954287,1.8073217
1963808,1.8063233
1967089,1.8076487
1969728,1.8066758
1974981,1.7616023
1982436,1.8076671
1987858,1.8081017
1997149,1.8073235
2000194,1.8075292
2001656,1.8080575
2005533,1.8073626
2028630,1.1950486
2029695,1.7355314
2034074,1.8076891
2034623,1.8078635
2060968,1.807513
2075338,1.8080542
2076518,1.8075736
2081584,1.8081555
2084947,1.8055563
2095436,1.7794199
2113110,1.8068877
2127303,0.65194374
2129391,1.807821
2131750,1.8066845
2137855,1.8077455
2138932,1.8079717
2147987,1.8077922
2152684,1.8082948
2153629,1.8076301
2155375,1.743233
2161265,1.7815665
2166344,1.808228
2171716,1.80769
2203981,1.8078359
2215604,1.8075533
2222704,1.8077623
2235146,1.8078072
2241229,1.8080307
2267839,1.7838674
2268401,1.80723
2274525,1.7410904
2280114,1.5692288
2282035,1.8079302
2283459,1.8056514
2288150,1.8078068
2298515,1.8081813
2299386,1.7602975
2304386,1.8073392
2310227,1.8062716
2331237,1.7661827
2334742,1.8074644
2340431,1.8094411
2345851,1.8077605
2346917,1.8077866
2359681,1.8079838
2369052,1.8077509
2385483,1.5680256
2386101,1.8076434
2401695,1.7596371
2402696,1.8081884
2403915,1.8083615
2413326,1.4032712
2420505,1.8083154
2431592,1.8078398
2445360,1.808151
2458604,1.8078122
2466353,1.806825
2466743,1.807307
2471279,1.8075545
2477543,1.8075037
2487887,1.8075358
2488845,1.8071246
2493273,1.8070023
2497372,1.8064363
2500326,1.453168
2500634,1.8058729
2510364,1.8070474
2532657,1.8078015
2548602,1.783947
2551405,1.6572158
2578851,1.8080517
2612410,1.8077555
2612674,1.8080614
2613250,1.7764157
2620117,1.8070467
2631764,1.8065195
2637888,1.8074965
2640528,1.8079666
2645020,1.8078802
2667640,1.782825
2679287,1.8087628
2695295,1.8078783
2703407,1.8063562
2711789,1.8078443
2721313,1.8077377
2735861,1.8073131
2790800,1.8075285
2795710,1.8080015
2800638,1.8081279
2810387,1.8066096
2824400,1.8089623
2824799,1.68933
2830459,1.8089184
2830932,1.8081727
2846336,1.6421895
2852303,1.8076835
2863772,1.80774
2870353,1.8073406
2881967,1.8088764
2882173,1.8079586
2900156,1.8077837
2901355,1.8062382
2905923,1.8074303
2914841,1.8080944
2921722,1.8078084
2922817,1.8078315
2928637,1.8079104
2928977,1.6054438
2929845,1.8081831
2934473,1.8074425
2943410,1.8077908
2950081,1.805646
2950521,1.8073301
2951152,1.8079836
2969404,1.8079965
2990133,1.807606
2997795,1.8071778
3001888,1.8069944
3015126,1.8079202
3021730,1.8075373
3024917,1.7984139
3025532,1.8079255
3028871,1.8079503
3033142,1.8072462
3035109,1.8075426
3039602,1.8080068
3040508,1.8079482
3043969,1.8079252
3044370,1.8076265
3045907,1.7830064
3047101,1.8078601
3053259,1.8075011
3054568,1.8084401
3064421,1.8087368
3071093,1.8076808
3071936,1.7866812
3094638,1.8076081
3099235,1.8073804
3100631,1.8060721
3103702,1.7743692
3106339,1.8081403
3111136,1.8078367
3121016,1.808058
3122398,1.8058987
3133486,1.8084185
