Id,Predicted
1000956,1.8925416
1007209,0.0002117157
1016681,2.4235063
1043763,0.255167
1051472,1.9928923
1052022,2.257275
1055804,2.1434608
1058135,2.4279988
1070812,2.170662
1079608,2.1682029
1082972,0.02287054
1098235,1.777236
1103912,1.9818287
1114602,2.244998
1121365,2.0158472
1152380,2.3602057
1155461,2.1633384
1156727,1.8967164
1161299,2.1295614
1184175,2.056059
1188371,1.6822889
1193117,1.9257443
1194077,2.2653465
1202948,1.9187212
1205744,0.0016078949
1216162,0.19039226
1224625,1.915618
1225942,1.9089448
1226073,2.2871425
1234936,2.143014
1237586,1.9467568
1241757,2.631509
1248091,0.04409933
1251721,1.9980488
1254366,1.6735506
1257455,0.3305781
1257748,2.018587
1262087,0.0013010502
1266214,0.0001885891
1272518,2.3258288
1290640,2.2191799
1293084,0.45278096
1299556,1.9874187
1301242,1.9461632
1302820,1.9368441
1317369,2.2487662
1322220,1.9896028
1324193,1.8907671
1328947,2.0027113
1331405,1.8886108
1337336,2.193311
1358770,2.4960096
1366237,2.3488243
1366508,2.0239038
1372131,1.9962559
1377303,2.2548065
1383977,2.357741
1390236,2.0113049
1391525,0.073201895
1392832,0.6479354
1399773,2.0157237
1405699,2.0315943
1408897,2.231154
1410742,2.0484815
1416067,0.92427325
1438849,1.2187397
1453862,0.3440342
1474472,1.7261903
1474713,1.7051723
1476724,1.9829476
1485872,0.90800285
1490858,1.5825403
1498557,2.4016614
1517072,2.3101258
1519045,1.926702
1524124,1.8608005
1524169,0.29908347
1527506,1.6184182
1534047,2.2143917
1535667,1.5545428
1537945,1.8324099
1545330,1.4974945
1554410,2.1784468
1554437,2.0632052
1559379,0.30874848
1559967,1.9105759
1566207,0.33683753
1578722,0.04419303
1589589,0.035598755
1594764,2.2433562
1603585,2.2044
1615248,1.82229
1619874,2.0087876
1627681,1.9516966
1641635,1.9821489
1642392,2.3741868
1646852,2.003076
1651650,2.2635431
1653313,1.079848
1664358,2.0212765
1685486,1.9812777
1687602,0.29330158
1689425,0.018522024
1706364,2.0777173
1720082,0.0053567886
1728025,2.0290165
1744729,0.06491184
1753089,2.4297795
1755030,2.155242
1756607,2.2821176
1759709,1.9909432
1773067,0.5134833
1781562,7.390976e-05
1784188,2.1764176
1789451,1.9591691
1792670,2.175208
1798285,0.004446268
