Id,Predicted
1000956,1.4976612
1007209,-0.44692796
1016681,3.2956662
1043763,0.3402365
1051472,1.9569877
1052022,2.2996986
1055804,3.03724
1058135,2.9468222
1070812,2.765625
1079608,2.7434382
1082972,-0.036893092
1098235,1.2107983
1103912,1.5897973
1114602,1.9040092
1121365,2.7374654
1152380,2.4595814
1155461,1.5680779
1156727,2.4379418
1161299,3.286121
1184175,3.0337853
1188371,0.7840439
1193117,1.8161697
1194077,2.377549
1202948,1.5676415
1205744,0.03626939
1216162,0.22364962
1224625,2.7527819
1225942,1.536483
1226073,1.7644799
1234936,2.8653748
1237586,2.270798
1241757,2.403263
1248091,0.023844143
1251721,3.1134577
1254366,1.3492386
1257455,0.3348083
1257748,1.7720231
1262087,-0.060761206
1266214,-0.1817083
1272518,2.327844
1290640,1.565277
1293084,0.30084607
1299556,2.4767652
1301242,3.2616386
1302820,1.684504
1317369,2.088078
1322220,1.5570238
1324193,2.3642728
1328947,1.13646
1331405,2.2637832
1337336,1.5625751
1358770,1.4000653
1366237,3.265144
1366508,2.227918
1372131,2.8763666
1377303,1.706685
1383977,3.2152016
1390236,1.1993665
1391525,-0.00541687
1392832,0.6263007
1399773,1.6291401
1405699,1.5430145
1408897,1.607819
1410742,1.6733598
1416067,0.94858944
1438849,1.2518815
1453862,0.3426391
1474472,1.5509355
1474713,1.8295573
1476724,3.102363
1485872,0.81656194
1490858,0.6513467
1498557,3.1222384
1517072,3.36802
1519045,1.5837094
1524124,2.9681642
1524169,0.3676485
1527506,2.0507836
1534047,1.5248623
1535667,1.8385894
1537945,3.393424
1545330,1.4298286
1554410,1.6261162
1554437,1.538369
1559379,0.20416896
1559967,1.5114344
1566207,0.29605368
1578722,-0.010991095
1589589,-0.0012610368
1594764,2.8381248
1603585,1.7133055
1615248,1.5188807
1619874,3.0547316
1627681,2.6180935
1641635,1.5436604
1642392,3.3933713
1646852,0.90656936
1651650,1.9883049
1653313,1.4830438
1664358,1.5155976
1685486,1.5366324
1687602,0.30946964
1689425,-0.008202352
1706364,1.9917367
1720082,-0.1421725
1728025,3.026642
1744729,0.02930936
1753089,2.2309616
1755030,1.5242769
1756607,1.8650614
1759709,1.5222785
1773067,0.8299883
1781562,-0.4136805
1784188,1.6097889
1789451,1.6184137
1792670,2.3045948
1798285,-0.062256884
1815460,2.7697945
1817178,0.041216996
1823030,2.1544836
1832742,1.8735203
1833420,-0.061248355
1839916,1.6901807
1856370,1.5567238
1869385,2.897085
1882418,1.571979
1882477,1.4537193
1886486,1.0875921
1891609,2.0715678
1907401,2.182452
1908916,1.4970918
1908922,1.59751
1914315,0.0744378
1921086,2.1912212
1925134,1.5316722
1934709,2.806605
1954287,2.6628945
1963808,2.6347907
1967089,1.941085
1969728,1.900031
1974981,0.0117839165
1982436,1.5632479
1987858,2.2839165
1997149,2.0348284
2000194,1.2825692
2001656,2.2680278
2005533,3.3450663
2028630,-0.078675434
2029695,0.004566852
2034074,1.641787
2034623,1.4564155
2060968,1.4986846
2075338,2.2880585
2076518,1.5108757
2081584,2.6478465
2084947,1.133647
2095436,-0.018458284
2113110,2.3549824
2127303,-0.1395075
2129391,1.5839857
2131750,0.38114154
2137855,1.4434543
2138932,1.5470765
2147987,1.5298178
2152684,2.0046117
2153629,2.6749852
2155375,-0.008961968
2161265,0.026794365
2166344,2.4870634
2171716,1.5667514
2203981,1.5948573
2215604,1.5591826
2222704,1.5144815
2235146,1.5324628
2241229,1.7028618
2267839,-0.0007301308
2268401,2.9250584
2274525,-0.12759121
2280114,0.0042543113
2282035,3.1154702
2283459,0.9915269
2288150,3.1606658
2298515,1.7281431
2299386,-0.00939415
2304386,1.7112719
2310227,2.3406894
2331237,-0.0085562635
2334742,1.452501
2340431,3.4737544
2345851,1.5332229
2346917,1.6318331
2359681,1.7726471
2369052,1.6821072
2385483,-0.037124805
2386101,2.6902893
2401695,0.042094305
2402696,1.6387597
2403915,1.946409
2413326,-0.051189642
2420505,1.6224458
2431592,2.224547
2445360,3.0591636
2458604,1.5365609
2466353,2.16768
2466743,1.5592616
2471279,1.5675215
2477543,2.1687372
2487887,2.340669
2488845,3.232509
2493273,0.60041195
2497372,1.3232836
2500326,-0.025575202
2500634,0.9422701
2510364,2.5851877
2532657,2.205038
2548602,-0.009445265
2551405,-0.02677416
2578851,2.8965967
2612410,1.5159752
2612674,1.6150858
2613250,0.047569517
2620117,3.126594
2631764,3.234958
2637888,1.6151582
2640528,1.4858775
2645020,1.6262723
2667640,-0.015986267
2679287,1.7230475
2695295,1.6835701
2703407,0.5193939
2711789,1.5089209
2721313,1.121927
2735861,3.0897675
2790800,1.5323263
2795710,1.4626402
2800638,2.0202403
2810387,0.42871484
2824400,0.82798576
2824799,-0.006983554
2830459,1.0210363
2830932,1.560679
2846336,-0.072643034
2852303,1.6064043
2863772,2.2290215
2870353,2.3712094
2881967,1.0963007
2882173,1.9692516
2900156,1.6501981
2901355,1.6277666
2905923,2.391535
2914841,1.9177259
2921722,1.5479473
2922817,2.3841352
2928637,1.5585634
2928977,-0.02535736
2929845,3.2641113
2934473,1.826442
2943410,1.6421199
2950081,2.322168
2950521,2.1836028
2951152,2.4111023
2969404,1.5936604
2990133,1.6205615
2997795,3.3200886
3001888,2.7055376
3015126,1.6456125
3021730,1.5951073
3024917,0.589077
3025532,1.5020137
3028871,1.6332282
3033142,0.993856
3035109,2.9150715
3039602,1.662627
3040508,1.5590607
3043969,1.4770387
3044370,1.5177546
3045907,0.12809664
3047101,1.5882471
3053259,1.6510459
3054568,2.5065987
3064421,0.27612174
3071093,1.921115
3071936,-0.006175652
3094638,1.9370052
3099235,2.5019166
3100631,2.6886044
3103702,-0.049915954
3106339,1.069281
3111136,2.4297507
3121016,2.175056
3122398,0.68652046
3133486,1.3014009
3145803,2.267829
3145882,1.9928776
3146024,1.6027731
3155206,2.0866864
3165652,0.48296553
3167631,1.5649068
3177373,1.7731711
3179609,1.501234
3180783,2.434866
3186377,2.8016977
3189024,0.21419601
3199959,1.9087785
3217069,1.5593604
3218650,2.203263
3221893,1.7712173
3226653,2.7553725
3229688,0.26151785
3235013,1.545661
3236327,1.5788397
3237608,1.9983213
3250813,0.060694154
3257020,2.2340107
3261833,2.1963706
3262380,3.108475
3263316,1.5749431
3265413,0.23891725
3265979,0.20795405
3266105,1.6760987
3301421,2.658049
3302729,0.4030877
3306032,1.5104668
3307608,1.556151
3313186,1.8356633
3320238,1.7270657
3334562,3.425665
3345078,0.46564367
3348185,2.047944
3357680,2.247263
3366587,3.1972392
3367076,1.6933708
3369815,3.0171072
3370299,0.8715255
3374506,3.5206475
3377595,1.4812169
3407630,1.5755098
3411077,2.972808
3418879,0.0059048273
3453564,2.9255896
3455373,2.5183454
3463842,0.004090138
3464120,0.011244362
3480304,1.0460695
3480336,0.00497625
3502454,2.6345167
3513636,2.8754618
3524895,0.824088
3557389,1.581779
3564530,2.455542
3585028,1.7351303
3585120,3.3539405
3590131,2.2839978
3594149,1.2707455
3611313,1.936702
3614007,1.5201613
3615042,3.2965062
3616311,1.4463575
3624841,0.0010017212
3632867,2.4002888
3634533,2.1335242
3634999,-0.0008909404
3647164,2.329414
3654349,2.1284077
3667180,1.5044585
3667430,2.17806
3676297,3.2435102
3677070,2.3302903
3689569,1.7278286
3705443,0.0044043027
3716364,1.5295663
3717997,2.9299555
3730196,2.1401465
3736713,2.7541971
3748563,3.2533514
3753101,1.5534909
3753533,2.0699558
3783311,1.6248165
3783699,1.5583457
3790962,2.441227
3796359,-0.04703693
3802349,2.7432323
3828429,-0.045426328
3835434,2.8382065
3846700,1.5065914
3857616,1.7123587
3859873,2.823266
3870403,2.7021792
3881051,1.9989468
3884759,1.1833034
3892464,2.0685883
3893504,2.3819263
3895462,1.4514573
3909790,1.1501122
3916395,2.677558
3918896,3.25384
3941212,1.5093821
3944122,2.4607725
3947441,1.5431981
3957438,2.6730587
3958210,1.4918697
3966159,1.7354733
3966339,0.6359416
3979302,2.964607
3980986,1.5881451
3985495,1.8666704
3990644,-0.008460507
3993833,1.2385892
3994345,2.5284247
4000703,1.4510893
4022154,1.7879872
4029320,1.8202182
4033912,1.8271931
4041492,-0.023910515
4051490,0.94249177
4065995,1.7195231
4075156,3.481417
4111131,1.5882096
4133839,1.863783
4142560,1.8626214
4145779,0.0030155592
4147768,3.1887987
4156324,3.1380103
4163162,1.6816639
4170565,3.0521655
4172910,1.5348241
4179149,2.1838686
4190396,3.365965
4196369,1.7852085
4204576,0.020996206
4208513,2.4761987
4217419,2.2295194
4222541,2.2774827
4224955,1.6078546
4233080,2.0929122
4233798,2.1491117
4243056,0.60835177
4244837,3.2572827
4245487,0.85183966
4245604,1.3757508
4246435,2.1727726
4247037,0.8697985
4247052,2.6298988
4248068,1.5743046
4258995,1.8877561
4265486,0.0067406856
4278491,2.8182745
4298499,1.4915919
4299943,0.82315123
4318520,1.5638081
4336736,1.5334545
4349026,1.5344672
4373284,0.30508667
4373525,2.8254647
4379130,2.9379368
4387691,1.5976774
4396508,1.1892323
4398442,1.5400633
4400864,1.6133171
4404226,1.48505
4409258,1.6559522
4413077,0.36382705
4413250,1.7307204
4414071,2.8607125
4419741,2.4598186
4423552,1.4867002
4428880,2.2059207
4429889,0.8198169
4447232,2.3940303
4474952,1.6343564
4487218,3.4435658
4494406,1.5545814
4504959,0.2916346
4504972,0.02064518
4527672,3.1205194
4546032,1.8695407
4549753,1.8370638
4560299,3.1315336
4571945,2.7747867
4575038,2.9436262
4586557,1.5392847
4593614,1.2764128
4596268,1.1262381
4596635,2.9340873
4597564,2.98056
4598390,1.5427386
4610211,-0.05698476
4612888,2.3088524
4627646,0.9695376
4636406,1.2522573
4654896,-0.003351288
4657263,0.33099115
4661524,2.8923388
4668969,0.028719805
4697007,1.5908186
4700073,1.4859352
4706564,3.0484474
4715277,1.4780807
4721635,1.5743204
4730682,1.5820009
4734754,2.1995134
4735785,1.6638379
4742705,0.8694872
4746289,3.0532672
4751829,0.033867087
4761041,0.01748763
4764970,2.5858762
4766273,0.7458528
4767248,2.9661105
4774463,1.2349148
4789919,1.5647771
4814304,2.7980716
4817568,2.0908825
4825377,1.7295314
4830577,3.2904346
4831219,1.5248129
4842010,3.2157183
4842800,1.9254749
4851158,0.019677537
4858813,3.2047427
