Id,Predicted
1000956,1.5239031
1007209,-1.2147455
1016681,3.1074884
1043763,0.084245205
1051472,1.7175201
1052022,2.5889034
1055804,2.9977465
1058135,2.6518521
1070812,2.359588
1079608,2.3796415
1082972,0.03633781
1098235,1.2685927
1103912,1.8019416
1114602,1.7859179
1121365,2.6854343
1152380,2.5762336
1155461,1.5262393
1156727,2.0460248
1161299,2.9219584
1184175,2.4541695
1188371,0.8317318
1193117,1.7524941
1194077,2.2703183
1202948,1.593945
1205744,-0.013706431
1216162,0.02995684
1224625,2.7413461
1225942,1.5499676
1226073,2.0871603
1234936,2.3219502
1237586,2.6354458
1241757,2.5518053
1248091,-0.074288875
1251721,3.1533067
1254366,1.281582
1257455,0.26129273
1257748,1.9397811
1262087,-0.23793489
1266214,-0.45821548
1272518,2.1417272
1290640,1.5276141
1293084,0.24436049
1299556,2.5429034
1301242,2.51984
1302820,1.7185168
1317369,1.646349
1322220,1.5503658
1324193,2.186221
1328947,0.90078676
1331405,2.519696
1337336,1.5324428
1358770,1.162508
1366237,2.5532107
1366508,2.1700983
1372131,2.3018017
1377303,1.3195697
1383977,3.0121949
1390236,1.1471272
1391525,-0.06354666
1392832,0.26830617
1399773,1.7141593
1405699,1.5107596
1408897,1.6941125
1410742,1.6328707
1416067,0.8704594
1438849,1.2289398
1453862,0.20546937
1474472,1.4323003
1474713,0.7822809
1476724,2.6850133
1485872,0.6704304
1490858,0.6204743
1498557,1.2454861
1517072,3.1414323
1519045,1.6152456
1524124,2.3835363
1524169,0.39031696
1527506,1.0986409
1534047,1.5788816
1535667,1.5089798
1537945,2.719454
1545330,1.4999514
1554410,1.602812
1554437,1.5153712
1559379,0.13658647
1559967,1.4395721
1566207,0.14829265
1578722,-0.014978599
1589589,-0.011480089
1594764,2.392131
1603585,1.3443127
1615248,1.5003216
1619874,2.522706
1627681,1.8727429
1641635,1.5299712
1642392,2.5317771
1646852,1.147126
1651650,2.2218063
1653313,1.4244776
1664358,1.5106305
1685486,1.509175
1687602,0.112389155
1689425,0.016991016
1706364,2.076667
1720082,-0.031484574
1728025,2.5675862
1744729,-0.0057297572
1753089,2.438345
1755030,1.6036681
1756607,2.66372
1759709,1.4958994
1773067,0.9335835
1781562,-1.1766305
1784188,1.8037771
1789451,1.576099
1792670,2.566769
1798285,-0.018294152
1815460,2.1599612
1817178,0.0041959137
1823030,2.298568
1832742,1.7740924
1833420,-0.14164943
1839916,1.5693042
1856370,1.512708
1869385,2.5451636
1882418,1.4924738
1882477,1.3266231
1886486,0.7499908
1891609,2.2419615
1907401,1.9239603
1908916,1.4675698
1908922,1.5808883
1914315,-0.11394093
1921086,2.1805148
