Id,Predicted
1000956,1.6224319
1007209,2.847945e-10
1016681,1.6248434
1043763,1.5139132
1051472,1.5269511
1052022,1.6240497
1055804,1.623908
1058135,1.5774117
1070812,1.575522
1079608,1.525939
1082972,0.28668666
1098235,1.5254953
1103912,1.6232674
1114602,1.6243755
1121365,1.6247613
1152380,1.5747036
1155461,1.6245282
1156727,1.6240892
1161299,1.6245385
1184175,1.6246288
1188371,1.5267278
1193117,1.6225927
1194077,1.6246082
1202948,1.622979
1205744,0.33818984
1216162,1.51011
1224625,1.6236295
1225942,1.6231135
1226073,1.6256145
1234936,1.6245576
1237586,1.624644
1241757,1.5771106
1248091,2.8144195
1251721,1.6253821
1254366,1.5759755
1257455,1.5821034
1257748,1.6235195
1262087,0.0007303658
1266214,3.732486e-07
1272518,1.624568
1290640,1.6238962
1293084,1.5810093
1299556,1.624028
1301242,1.6251928
1302820,1.6236414
1317369,1.6238655
1322220,1.6243774
1324193,1.5256356
1328947,1.5749172
1331405,1.5255717
1337336,1.6242892
1358770,1.6245756
1366237,1.6259475
1366508,1.6242745
1372131,1.5773978
1377303,1.5774869
1383977,1.6246945
1390236,1.5229051
1391525,2.8806326
1392832,1.5262597
1399773,1.6244384
1405699,1.6241109
1408897,1.6240295
1410742,1.5788096
1416067,1.526765
1438849,1.5269576
1453862,1.5836803
1474472,1.623324
1474713,1.5765092
1476724,1.624591
1485872,1.5250983
1490858,1.5277874
1498557,1.5755147
1517072,1.6261617
1519045,1.6234708
1524124,1.6244211
1524169,1.5630094
1527506,1.6239091
1534047,1.623741
1535667,1.6236478
1537945,1.6243833
1545330,1.6217464
1554410,1.6237737
1554437,1.6223564
1559379,1.5974157
1559967,1.6241971
1566207,1.6017209
1578722,7.877502e-06
1589589,0.5791705
1594764,1.5765421
1603585,1.6257327
1615248,1.6231129
1619874,1.62416
1627681,1.6243129
1641635,1.6235986
1642392,1.6249762
1646852,1.5755173
1651650,1.6241456
1653313,1.5055871
1664358,1.6237265
1685486,1.6248394
1687602,1.5872779
1689425,0.40165022
1706364,1.6247032
1720082,6.930091
1728025,1.6244519
1744729,1.2425809
1753089,1.6245522
1755030,1.6245586
1756607,1.6240166
1759709,1.6229151
1773067,1.5744443
1781562,1.2545473e-11
1784188,1.6249151
1789451,1.6244522
1792670,1.5243164
1798285,1.0383101e-07
1815460,1.5758097
1817178,3.5084648
1823030,1.624691
1832742,1.6236069
1833420,2.4613898
1839916,1.6240659
1856370,1.6229585
1869385,1.6235677
1882418,1.6240757
1882477,1.5262877
1886486,1.6241305
1891609,1.6230444
1907401,1.5748214
1908916,1.6242154
1908922,1.6237432
1914315,1.4996783e-12
1921086,1.6245975
1925134,1.5766313
1934709,1.6243386
1954287,1.6241078
1963808,1.524839
1967089,1.624843
1969728,1.5255592
1974981,1.4424324
1982436,1.6249069
1987858,1.6252812
1997149,1.6232907
2000194,1.5774872
2001656,1.5274448
2005533,1.622884
2028630,5.462948
2029695,6.362571
2034074,1.6245724
2034623,1.6243478
2060968,1.6232059
2075338,1.6239091
2076518,1.6232841
2081584,1.6244526
2084947,1.5758699
2095436,1.03056745e-08
2113110,1.6240554
2127303,1.3344469
2129391,1.6246682
2131750,1.6082133
2137855,1.6229186
2138932,1.623233
2147987,1.623878
2152684,1.6237881
2153629,1.6238484
2155375,6.7481163e-09
2161265,7.541398
2166344,1.624262
2171716,1.6241138
2203981,1.6245227
2215604,1.6236582
2222704,1.6234827
2235146,1.6237929
2241229,1.6247519
2267839,0.2488362
2268401,1.623483
2274525,8.9959846e-14
2280114,3.417672
2282035,1.624256
2283459,1.525345
2288150,1.6239914
2298515,1.5069972
2299386,2.7870854e-07
2304386,1.6230384
2310227,1.5763593
2331237,0.0005845301
2334742,1.6232693
2340431,1.62435
2345851,1.6239623
2346917,1.6238353
2359681,1.6238468
2369052,1.6240466
2385483,0.5507572
2386101,1.6239969
2401695,0.012964971
2402696,1.6248134
2403915,1.6235175
2413326,0.29100728
2420505,1.623796
2431592,1.6236593
2445360,1.6262451
2458604,1.6240095
2466353,1.5258796
2466743,1.6229101
2471279,1.6232533
2477543,1.6244226
2487887,1.6241103
2488845,1.623881
2493273,1.5781704
2497372,1.5264248
2500326,0.31741726
2500634,1.5264802
2510364,1.6247209
2532657,1.5240928
2548602,0.0005153538
2551405,2.4009185e-05
2578851,1.6243173
2612410,1.6239967
2612674,1.6227405
2613250,0.9635576
2620117,1.6231434
2631764,1.6254009
2637888,1.6232197
2640528,1.6232771
2645020,1.622107
2667640,7.9774174e-05
2679287,1.6234975
2695295,1.6241562
2703407,1.5714216
2711789,1.6234744
2721313,1.5256342
2735861,1.6241429
2790800,1.6229129
2795710,1.6236421
2800638,1.5761819
2810387,1.5781931
2824400,1.5064694
2824799,0.00012495877
2830459,1.5771625
2830932,1.6241629
2846336,0.3842445
2852303,1.623254
2863772,1.6233215
2870353,1.6245944
2881967,1.5774077
2882173,1.6243804
2900156,1.6230828
2901355,1.6225698
2905923,1.6254646
2914841,1.623878
2921722,1.6237975
2922817,1.6248375
2928637,1.6237438
2928977,0.56659126
2929845,1.6245075
2934473,1.6237272
2943410,1.6234189
2950081,1.5256745
2950521,1.5765597
2951152,1.6238439
2969404,1.624045
2990133,1.6239185
2997795,1.6233708
3001888,1.6247057
3015126,1.624033
3021730,1.6233114
3024917,1.9033049
3025532,1.6237497
3028871,1.6247624
3033142,1.5074317
3035109,1.6241767
3039602,1.6245205
3040508,1.6237142
3043969,1.6245941
3044370,1.6230503
3045907,0.002553955
3047101,1.6239356
3053259,1.6244142
3054568,1.623043
3064421,1.5573176
3071093,1.624737
3071936,1.1237238e-08
3094638,1.6247886
3099235,1.5261669
3100631,1.5262122
3103702,5.7114385e-10
3106339,1.526066
3111136,1.6244626
3121016,1.6238724
3122398,1.6249437
3133486,1.5768284
3145803,1.6230282
3145882,1.6258522
3146024,1.623292
3155206,1.6246731
3165652,1.5253419
3167631,1.6238686
3177373,1.6247485
3179609,1.6229753
3180783,1.6229707
3186377,1.624105
3189024,1.5937171
3199959,1.6239139
3217069,1.62477
3218650,1.624428
3221893,1.5260348
3226653,1.5759205
3229688,1.5960152
3235013,1.6244595
3236327,1.6241058
3237608,1.524793
3250813,1.282914
3257020,1.6235193
3261833,1.5264773
3262380,1.6246401
3263316,1.6247425
3265413,1.5622334
3265979,1.4999349
3266105,1.6237214
3301421,1.6239312
3302729,1.5246239
3306032,1.6228871
3307608,1.6227468
3313186,1.6241397
3320238,1.6238722
3334562,1.6241907
3345078,1.5803092
3348185,1.6235744
3357680,1.5778286
3366587,1.6246101
3367076,1.6219282
3369815,1.624191
3370299,1.5263392
3374506,1.6250983
3377595,1.6228662
3407630,1.624371
3411077,1.6234281
3418879,1.2914383
3453564,1.6244501
3455373,1.6243631
3463842,1.5045581
3464120,1.091757
3480304,1.5755817
3480336,4.251813e-09
3502454,1.6238526
3513636,1.6244892
3524895,1.5761999
3557389,1.622983
3564530,1.5751901
3585028,1.6230451
3585120,1.6249417
3590131,1.6250362
3594149,1.6244016
3611313,1.6247565
3614007,1.6246227
3615042,1.6248223
3616311,1.6230251
3624841,0.903849
3632867,1.6236489
3634533,1.5247347
3634999,2.8940485e-05
3647164,1.5747019
3654349,1.6237205
3667180,1.6237073
3667430,1.576738
3676297,1.6242374
3677070,1.578324
3689569,1.6238714
3705443,0.79116064
3716364,1.6222521
3717997,1.6235783
3730196,1.6238319
3736713,1.6240335
3748563,1.6245695
3753101,1.623215
3753533,1.6229283
3783311,1.6228153
3783699,1.6226865
3790962,1.6232954
3796359,1.2839984
3802349,1.6234756
3828429,1.2342103
3835434,1.6249884
3846700,1.6234592
3857616,1.6237946
3859873,1.6262376
3870403,1.5774653
3881051,1.6247224
3884759,1.5764878
3892464,1.6245015
3893504,1.6235148
3895462,1.6237284
3909790,1.5750269
3916395,1.6240394
3918896,1.6252398
3941212,1.5271913
3944122,1.6249132
3947441,1.623549
3957438,1.6243551
3958210,1.6217529
3966159,1.6231318
3966339,1.5243222
3979302,1.5766032
3980986,1.6238751
3985495,1.5248767
3990644,6.9514336e-08
3993833,1.5767559
3994345,1.6235454
4000703,1.6236172
4022154,1.624809
4029320,1.6245123
4033912,1.5761954
4041492,4.7953936e-08
4051490,1.5766429
4065995,1.6240649
4075156,1.6237369
4111131,1.6242222
4133839,1.6223439
4142560,1.5243233
4145779,0.59623146
4147768,1.6247159
4156324,1.6249787
4163162,1.6235119
4170565,1.6236578
4172910,1.6237259
4179149,1.5287491
4190396,1.6258615
4196369,1.6242352
4204576,3.870059e-12
4208513,1.6225531
4217419,1.5264564
4222541,1.6252036
4224955,1.6245891
4233080,1.578129
4233798,1.5744548
4243056,1.575795
4244837,1.624876
4245487,1.5273417
4245604,1.5235894
4246435,1.5277613
4247037,1.5047175
4247052,1.625867
4248068,1.6243173
4258995,1.6242044
4265486,7.71634
4278491,1.5782564
4298499,1.6234654
4299943,1.5274361
4318520,1.6235286
4336736,1.6233917
4349026,1.6237941
4373284,1.5306153
4373525,1.5759777
4379130,1.6241405
4387691,1.6239673
4396508,1.5254418
4398442,1.6242814
4400864,1.6232458
4404226,1.5757703
4409258,1.6204325
4413077,1.581974
4413250,1.623795
4414071,1.5752835
4419741,1.6230168
4423552,1.6233171
4428880,1.6242247
4429889,1.5790504
4447232,1.5236223
4474952,1.6246706
4487218,1.6240994
4494406,1.6230307
4504959,1.596522
4504972,0.090234846
4527672,1.624013
4546032,1.624454
4549753,1.5261171
4560299,1.6238232
4571945,1.5763738
4575038,1.6237944
4586557,1.6233828
4593614,1.504586
4596268,1.5263026
4596635,1.6238261
4597564,1.6250347
4598390,1.6242198
4610211,0.0059337034
4612888,1.5743443
4627646,1.5259715
4636406,1.5236626
4654896,0.17479898
4657263,1.6066474
4661524,1.5750667
4668969,0.11967114
4697007,1.6243931
4700073,1.6248866
4706564,1.6243517
4715277,1.6240177
4721635,1.6230457
4730682,1.6243236
4734754,1.5772196
4735785,1.6247073
4742705,1.5256679
4746289,1.6244763
4751829,7.6327224
4761041,9.341444e-12
4764970,1.6244661
4766273,1.5240597
4767248,1.6246098
4774463,1.6238858
4789919,1.6242144
4814304,1.6237096
4817568,1.5256611
4825377,1.6242635
4830577,1.6245128
4831219,1.6233014
4842010,1.6245306
4842800,1.5263509
4851158,7.539356
4858813,1.6237721
4859800,1.6249884
4868718,1.6238493
4871588,1.5266306
4871896,1.6249491
4875479,1.575595
4877227,1.625444
4882142,3.363113e-05
4904034,1.6248183
4905335,1.6234332
4915941,1.6242245
4920846,1.6241053
4945433,1.6238662
4952281,4.943677
4966725,1.0466149
4984731,1.6248395
4987278,1.6242129
5013517,1.5773832
5019434,1.624194
5020707,1.6242082
5033848,1.6248298
5050931,1.6235509
5051324,1.6258237
5052527,1.6249003
5055625,1.5768603
5077138,1.6246732
5081373,1.6245102
5085071,1.5710653
5110356,1.6238914
5113367,1.5749209
5124650,1.5255738
5125058,1.6253219
5130467,1.0249732e-11
5147136,1.5257432
5151481,1.5264244
5160186,1.5751603
5170106,1.5240874
5183711,1.5757703
5184977,1.6223034
5200757,1.5770439
5204663,1.6240616
5210357,1.6231604
5211460,1.1775697
5224761,1.6249794
5227838,1.6244192
5233321,1.6241511
5241294,1.6245449
5246214,1.4935086
5249918,1.6242961
5281921,1.6249422
5285000,1.6228306
5289087,1.6251658
5292511,1.6260306
5295778,1.623719
5304465,1.6249374
5310982,1.5262738
5318639,1.6235832
5318987,1.622149
5321289,1.6244302
5323076,1.6237952
5330019,1.6233346
5334968,0.7530175
5335802,1.5282068
5336825,1.6244937
5338184,1.6243507
5338593,1.6254991
5341796,1.5772114
5345229,1.6240653
5351394,1.6231227
5355298,1.6235578
5358281,1.62332
5374251,1.5289606
5379219,1.6245494
5382435,1.6248405
5387990,1.6240478
5390154,1.6256245
5391334,1.6225429
5393346,1.623945
5411364,1.6240108
5412575,1.6249024
5424915,1.6241556
5427032,1.6243517
5428331,1.6237203
5439127,1.5750191
5456407,1.5312798
5461711,1.6242107
5470184,1.5262947
5477192,8.883491e-12
5479380,1.6234893
5480332,1.6227987
5492987,1.5760441
5495402,1.5820777
5500115,1.6244494
5510103,1.6240593
5527679,1.6249692
5529480,1.6245202
5536098,1.6252397
5537353,1.6250709
5539861,1.6235217
5546304,1.6228391
5560751,1.6234981
5568386,1.6243138
5576595,1.6242685
5604508,2.5912348e-05
5632933,1.623839
5633721,1.6237731
5642857,1.5277668
5643176,1.57588
5651179,1.5278966
5651183,1.5749152
5651291,0.9385031
5651767,1.6234496
5656947,1.6235665
5677514,1.62416
5695430,1.5748779
5702194,1.62444
5702573,1.5269774
5704361,1.5761855
5716082,6.945231
5728231,1.6243696
5733943,1.622908
5759774,1.5735718
5774192,1.5413015
5778133,1.6263406
5797944,1.5774137
5798117,1.6255052
5804656,1.6245104
5814633,1.624093
5823957,1.6247017
5825753,1.6131507
5852789,1.6208057
5862306,1.5259275
5867953,1.6241964
5871835,1.6236888
5873854,1.6236495
5884511,3.3957242e-12
5884667,1.6236749
5886501,1.6251463
5895414,1.6244079
5903612,1.6229335
5903910,1.5252771
5905139,1.6237831
5910661,1.5762016
5919321,1.6253531
5928635,1.09839435e-08
5929130,1.6242443
5932645,1.623805
5935665,1.6238345
5940084,1.6252016
5950755,1.6233745
5951817,1.5261133
5953692,1.6248001
5963960,1.6244919
5965773,1.6237155
5987282,1.6227349
5988496,1.5260566
5992160,0.017159356
