Id,Predicted
1000956,1.8927566
1007209,0.045207553
1016681,1.9263374
1043763,0.8866556
1051472,1.6085603
1052022,1.9256922
1055804,1.9277791
1058135,1.8227628
1070812,1.8079436
1079608,1.6737493
1082972,0.0028365818
1098235,1.5936038
1103912,1.9196597
1114602,1.8948536
1121365,1.902408
1152380,1.8115326
1155461,1.912018
1156727,1.8806944
1161299,1.9475095
1184175,1.9230043
1188371,1.6151174
1193117,1.8853033
1194077,1.933854
1202948,1.8978575
1205744,0.053049285
1216162,0.7969419
1224625,1.9236188
1225942,1.896241
1226073,1.8959354
1234936,1.9217958
1237586,1.9185938
1241757,1.839507
1248091,0.067085296
1251721,1.8942266
1254366,1.7949152
1257455,1.0558987
1257748,1.9242327
1262087,0.26014447
1266214,0.20926094
1272518,1.8956976
1290640,1.9147029
1293084,1.2979897
1299556,1.8861189
1301242,1.9325887
1302820,1.9110901
1317369,1.9231938
1322220,1.887561
1324193,1.592552
1328947,1.8376311
1331405,1.5944612
1337336,1.9292483
1358770,1.9298879
1366237,1.9495252
1366508,1.9247979
1372131,1.8477644
1377303,1.8447683
1383977,1.9069333
1390236,1.5445637
1391525,0.111564405
1392832,1.3492417
1399773,1.8810415
1405699,1.9361049
1408897,1.9322045
1410742,1.8323947
1416067,1.3808593
1438849,1.6249408
1453862,1.0280029
1474472,1.8953738
1474713,1.83466
1476724,1.9028223
1485872,1.5747494
1490858,1.5904764
1498557,1.8354073
1517072,1.9250298
1519045,1.8972512
1524124,1.9462345
1524169,1.1688652
1527506,1.9083226
1534047,1.9192401
1535667,1.9022516
1537945,1.903782
1545330,1.9206518
1554410,1.9107689
1554437,1.9101533
1559379,1.0096221
1559967,1.9141226
1566207,1.0307636
1578722,0.040907566
1589589,0.006667701
1594764,1.7819784
1603585,1.9132198
1615248,1.9017147
1619874,1.9247199
1627681,1.8975935
1641635,1.9081107
1642392,1.8919579
1646852,1.8100151
1651650,1.9198263
1653313,1.3707753
1664358,1.8964224
1685486,1.9268298
1687602,0.9521218
1689425,0.0038435392
1706364,1.8956878
1720082,0.11696652
1728025,1.9067653
1744729,0.04000829
1753089,1.9004757
1755030,1.9388354
1756607,1.9225641
1759709,1.891807
1773067,1.5502546
1781562,0.05520929
1784188,1.9267166
1789451,1.9262158
1792670,1.6016122
1798285,0.025453566
1815460,1.8255938
1817178,0.049040228
1823030,1.9070623
1832742,1.8837208
1833420,0.06189751
1839916,1.9167526
1856370,1.9034061
1869385,1.9148693
1882418,1.899485
1882477,1.5618453
1886486,1.8784468
1891609,1.9177692
1907401,1.8209054
1908916,1.9293958
1908922,1.8830324
1914315,0.013248146
1921086,1.8961823
1925134,1.8219665
1934709,1.9147174
1954287,1.9141947
1963808,1.6186255
1967089,1.9135773
1969728,1.5708743
1974981,0.08018242
1982436,1.9237623
1987858,1.9274063
1997149,1.9180117
2000194,1.8186245
2001656,1.5698411
2005533,1.9104886
2028630,0.018207537
2029695,0.34191903
2034074,1.9399214
2034623,1.8965902
2060968,1.9022719
2075338,1.9114937
2076518,1.9013674
2081584,1.9230325
2084947,1.786666
2095436,0.007513671
2113110,1.9314989
2127303,0.010290115
2129391,1.9180783
2131750,1.1992882
2137855,1.8887144
2138932,1.9147906
2147987,1.9132565
2152684,1.9048885
2153629,1.9126672
2155375,0.08789322
2161265,0.10463549
2166344,1.9013909
2171716,1.9239931
2203981,1.9048567
2215604,1.8899136
2222704,1.9221216
2235146,1.9256368
2241229,1.9098562
2267839,0.06412297
2268401,1.8986208
2274525,0.0072523076
2280114,0.010255658
2282035,1.9188988
2283459,1.5684043
2288150,1.9342316
2298515,1.4437509
2299386,0.021290936
2304386,1.9150137
2310227,1.8207787
2331237,0.025527341
2334742,1.9042854
2340431,1.9268631
2345851,1.9299095
2346917,1.9081919
2359681,1.8970007
2369052,1.9408704
2385483,0.006058219
2386101,1.9119052
2401695,0.026349043
2402696,1.9258524
2403915,1.9018246
2413326,0.0023920843
2420505,1.9498451
2431592,1.8940029
2445360,1.9083785
2458604,1.9275804
2466353,1.590002
2466743,1.8817546
2471279,1.9204851
2477543,1.9213834
2487887,1.9024595
2488845,1.9209324
2493273,1.5513766
2497372,1.5756128
2500326,0.0031143064
2500634,1.5829898
2510364,1.8848822
2532657,1.5935901
2548602,0.03974689
2551405,0.13327919
2578851,1.8948113
2612410,1.9102792
2612674,1.9290535
2613250,0.26266816
2620117,1.9128003
2631764,1.9288892
2637888,1.9238002
2640528,1.9181972
2645020,1.8968312
2667640,0.030516472
2679287,1.905441
2695295,1.9033697
2703407,1.4315857
2711789,1.9049929
2721313,1.595163
2735861,1.920721
2790800,1.8835021
2795710,1.9352251
2800638,1.8241676
2810387,1.4681119
2824400,1.4670743
2824799,0.0047018765
2830459,1.8386421
2830932,1.8861719
2846336,0.060024712
2852303,1.8947548
2863772,1.9093094
2870353,1.9109391
2881967,1.8631015
2882173,1.9249724
2900156,1.8868091
2901355,1.9220527
2905923,1.9367553
2914841,1.8922809
2921722,1.9057473
2922817,1.9145303
2928637,1.9217782
2928977,0.006056834
2929845,1.8956021
2934473,1.9205115
2943410,1.9344349
2950081,1.590999
2950521,1.8297117
2951152,1.9016805
2969404,1.9185005
2990133,1.8948958
2997795,1.9013212
3001888,1.9347174
3015126,1.9315567
3021730,1.9102533
3024917,0.54124045
3025532,1.9261826
3028871,1.9012996
3033142,1.4401028
3035109,1.9076612
3039602,1.9038792
3040508,1.9382464
3043969,1.9061881
3044370,1.8824126
3045907,0.056296397
3047101,1.9017977
3053259,1.929471
3054568,1.9453081
3064421,1.0001974
3071093,1.8967611
3071936,0.013239154
3094638,1.9325072
3099235,1.575878
3100631,1.6512448
3103702,0.01579808
3106339,1.5588236
3111136,1.910214
3121016,1.900649
3122398,1.9395338
3133486,1.8555148
3145803,1.904794
3145882,1.8902773
3146024,1.9059677
3155206,1.9240633
3165652,1.6118891
3167631,1.8890142
3177373,1.9287943
3179609,1.8933005
3180783,1.911679
3186377,1.895093
3189024,0.97449785
3199959,1.9124297
3217069,1.9246619
3218650,1.9193866
3221893,1.5870771
3226653,1.8120707
3229688,0.97832036
3235013,1.900546
3236327,1.920324
3237608,1.6025707
3250813,0.054270037
3257020,1.9197738
3261833,1.6094143
3262380,1.9290795
3263316,1.9056997
3265413,1.1272434
3265979,0.6933668
3266105,1.9236816
3301421,1.8980088
3302729,1.5163661
3306032,1.8966553
3307608,1.8969498
3313186,1.9182142
3320238,1.9058889
3334562,1.9052411
3345078,1.2926127
3348185,1.9200412
3357680,1.8425866
3366587,1.8825806
3367076,1.8648897
3369815,1.8981901
3370299,1.5938425
3374506,1.9285996
3377595,1.9236298
3407630,1.9233001
3411077,1.8871225
3418879,0.046845723
3453564,1.9292849
3455373,1.9170622
3463842,0.11218407
3464120,0.027082821
3480304,1.820559
3480336,0.059272908
3502454,1.8862804
3513636,1.9079846
3524895,1.8301133
3557389,1.9172308
3564530,1.8082567
3585028,1.9215431
3585120,1.9508785
3590131,1.8939965
3594149,1.9062856
3611313,1.9268146
3614007,1.9212584
3615042,1.9183857
3616311,1.914646
3624841,0.0162502
3632867,1.8877721
3634533,1.6017057
3634999,0.04834605
3647164,1.8419284
3654349,1.9409682
3667180,1.8879514
3667430,1.8349466
3676297,1.9052374
3677070,1.823266
3689569,1.9307867
3705443,0.0117766475
3716364,1.919218
3717997,1.9002827
3730196,1.9113715
3736713,1.91911
3748563,1.9210379
3753101,1.8891712
3753533,1.9019824
3783311,1.9102113
3783699,1.9216958
3790962,1.8932884
3796359,0.02142026
3802349,1.9131775
3828429,0.028712865
3835434,1.9154835
3846700,1.9138038
3857616,1.9365022
3859873,1.9069664
3870403,1.8121141
3881051,1.9219145
3884759,1.7999483
3892464,1.9210446
