Id,Predicted
1000956,2.0752954
1007209,2.5378849e-17
1016681,2.0640361
1043763,0.6397859
1051472,1.980142
1052022,2.0811408
1055804,2.0973058
1058135,2.0404983
1070812,2.003197
1079608,1.9678894
1082972,0.01147001
1098235,1.9632431
1103912,2.0924602
1114602,2.0898151
1121365,2.0932755
1152380,2.0442674
1155461,2.0734065
1156727,2.1027753
1161299,2.1056318
1184175,2.0675066
1188371,1.9590635
1193117,2.070195
1194077,2.0622385
1202948,2.0611465
1205744,1.4388649e-10
1216162,0.5881164
1224625,2.0622182
1225942,2.060579
1226073,2.1100564
1234936,2.0936985
1237586,2.0835886
1241757,2.017502
1248091,0.38243264
1251721,2.090244
1254366,2.011974
1257455,0.70527023
1257748,2.0774646
1262087,1.3646362e-13
1266214,8.273583e-12
1272518,2.0904934
1290640,2.088764
1293084,0.9115145
1299556,2.0865502
1301242,2.0942495
1302820,2.0836318
1317369,2.1073313
1322220,2.0621343
1324193,1.9590132
1328947,2.0626514
1331405,1.9733154
1337336,2.0712407
1358770,2.0878496
1366237,2.1079016
1366508,2.0792656
1372131,2.0375955
1377303,2.0499663
1383977,2.086987
1390236,1.9234668
1391525,0.026789583
1392832,1.3345323
1399773,2.0900257
1405699,2.0700839
1408897,2.0838459
1410742,2.0371478
1416067,1.3149666
1438849,1.9782685
1453862,0.6788523
1474472,2.0576386
1474713,2.018003
1476724,2.0712092
1485872,1.9902989
1490858,1.9710536
1498557,2.0227578
1517072,2.0742064
1519045,2.0842712
1524124,2.091943
1524169,0.81357574
1527506,2.085286
1534047,2.0961938
1535667,2.1010756
1537945,2.0610309
1545330,2.0714223
1554410,2.1164432
1554437,2.0959713
1559379,0.65870816
1559967,2.0719233
1566207,0.66722554
1578722,5.1908864e-15
1589589,0.04228182
1594764,2.0203283
1603585,2.0927749
1615248,2.076765
1619874,2.0878265
1627681,2.0942974
1641635,2.111216
1642392,2.0806959
1646852,2.038354
1651650,2.0876272
1653313,1.6294523
1664358,2.0925865
1685486,2.105372
1687602,0.6567148
1689425,0.019962274
1706364,2.0720785
1720082,0.0005920841
1728025,2.1020682
1744729,0.1694635
1753089,2.081573
1755030,2.0690272
1756607,2.0862255
1759709,2.089833
1773067,1.3411206
1781562,1.6225147e-18
1784188,2.084137
1789451,2.0841966
1792670,1.9656247
1798285,1.1621202e-15
1815460,2.0259688
