Id,Predicted
1000956,2.3159223
1007209,0.00063729286
1016681,2.706605
1043763,0.43784285
1051472,2.7301826
1052022,2.456842
1055804,2.8143272
1058135,2.7403812
1070812,2.816133
1079608,2.7230847
1082972,0.06722093
1098235,2.5724735
1103912,2.6239905
1114602,2.8302536
1121365,2.9227386
1152380,2.7677925
1155461,2.6380675
1156727,2.0385082
1161299,2.469447
1184175,2.7825346
1188371,2.6146488
1193117,2.3910277
1194077,2.9155812
1202948,2.9264946
1205744,0.07115865
1216162,0.3704629
1224625,2.6300027
1225942,2.8252373
1226073,1.9540143
1234936,2.9010081
1237586,2.816053
1241757,2.8231373
1248091,0.08209896
1251721,1.9567592
1254366,2.4525504
1257455,0.37431335
1257748,2.6005678
1262087,0.012179613
1266214,0.0050108433
1272518,2.4143858
1290640,2.7660017
1293084,0.56890106
1299556,2.0944862
1301242,2.34171
1302820,2.8424115
1317369,2.803492
1322220,2.929377
1324193,2.1400237
1328947,2.075293
1331405,2.2632775
1337336,2.9020061
1358770,2.0584702
1366237,2.591537
1366508,2.9078906
1372131,2.7442725
1377303,2.792676
1383977,2.7717075
1390236,2.4407253
1391525,0.1324017
1392832,1.6743238
1399773,2.8100677
1405699,2.8792458
1408897,2.7343905
1410742,2.5444152
1416067,1.7067285
1438849,1.6054642
1453862,0.38367558
1474472,2.2906132
1474713,1.7830584
1476724,2.0670924
1485872,1.503751
1490858,1.7961326
1498557,2.9781747
1517072,2.8929114
1519045,2.84348
1524124,2.271072
1524169,0.8058839
1527506,1.953412
1534047,2.6810904
1535667,2.3866732
1537945,2.5748806
1545330,2.663159
1554410,2.7965307
1554437,2.2675195
1559379,0.3828857
1559967,2.7928505
1566207,0.4001932
1578722,0.060371876
1589589,0.07144141
1594764,2.7593343
1603585,2.4929085
1615248,2.9994128
1619874,2.7642345
1627681,2.6010551
1641635,2.9164817
1642392,2.778161
1646852,2.3699436
1651650,2.7141316
1653313,1.7852468
1664358,2.5733612
1685486,2.936615
1687602,0.30876613
1689425,0.07451415
1706364,2.748017
1720082,0.033522844
1728025,2.2138414
1744729,0.10883522
1753089,2.2897754
1755030,2.6329465
1756607,2.8600454
1759709,2.3926618
1773067,1.1722567
1781562,0.00021600723
1784188,2.574242
1789451,2.979248
1792670,2.7127619
1798285,0.04812336
1815460,2.8924193
1817178,0.05589986
1823030,2.689468
1832742,2.7974982
1833420,0.0039744377
1839916,2.7678363
1856370,2.8111448
1869385,2.8283532
1882418,2.8447614
1882477,2.3389997
1886486,2.6247303
1891609,2.6941762
1907401,2.634433
1908916,2.6253626
1908922,2.5851274
1914315,0.018492222
1921086,2.2966025
1925134,2.881882
1934709,2.001289
1954287,2.7786083
1963808,2.7602093
1967089,2.6870878
1969728,2.5358922
1974981,0.13236332
1982436,2.8955784
1987858,2.7397969
1997149,2.6256716
2000194,2.6138158
2001656,2.4131355
2005533,2.5403004
2028630,0.039325953
2029695,0.08190131
2034074,2.981853
2034623,2.6141052
2060968,2.159995
2075338,1.8662152
2076518,2.8292022
2081584,2.9317114
2084947,2.1186461
2095436,0.008944511
2113110,2.1634436
2127303,0.059146166
2129391,2.8876066
2131750,0.40176535
2137855,2.1190639
2138932,2.592475
2147987,2.9268494
2152684,2.1864557
2153629,1.6583569
2155375,0.0025832653
2161265,0.10376406
2166344,2.8104372
2171716,2.9205563
2203981,3.019444
2215604,2.6668103
2222704,2.870423
2235146,2.794318
2241229,2.2395172
2267839,0.09050846
2268401,2.7004952
2274525,0.03471756
2280114,0.05196953
2282035,2.4918556
2283459,2.4676929
2288150,2.5556307
2298515,2.6621242
2299386,0.0722487
2304386,2.789215
2310227,1.8485117
2331237,0.058606625
2334742,2.6672535
2340431,2.8560462
2345851,2.6431286
2346917,2.6857448
2359681,2.827829
2369052,2.8308012
2385483,0.07246542
2386101,2.6295843
2401695,0.06755614
2402696,2.8385541
2403915,2.578055
2413326,0.059508085
2420505,2.6468077
2431592,2.3636699
2445360,2.5327194
2458604,3.0099752
2466353,2.562952
2466743,2.7042365
2471279,2.7824018
